Level 0 URI,Level 0 preferred term,Level 1 URI,Level 1 preferred term,Level 2 URI,Level 2 preferred term,Level 3 URI,Level 3 preferred term,Description,Scope note
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S4,management skills,http://data.europa.eu/esco/skill/S4.2,"organising, planning and scheduling work and activities",http://data.europa.eu/esco/skill/S4.2.1,directing operational activities,"Directing, supervising and coordinating operational activities, projects and tasks.","Examples:
- Coordinate rescue missions
- Direct distribution operations
- Lead clinical pharmacology studies
- Manage engineering project
- Oversee pre-assembly operations
- Supervise landscape projects"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S4,management skills,http://data.europa.eu/esco/skill/S4.2,"organising, planning and scheduling work and activities",http://data.europa.eu/esco/skill/S4.2.2,planning and scheduling events and activities,"Planning and scheduling workflow and timelines for projects, events or programs.","Examples:
- Create production schedules
- Adjust priorities
- Manage time
- Plan engineering activities"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S4,management skills,http://data.europa.eu/esco/skill/S4.3,allocating and controlling resources,,,"Determining the distribution and availability of people, assets, materials or capital to accomplish organizational goals and putting in place financial and administrative controls.","Excludes:
- Delegate activities"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S4,management skills,http://data.europa.eu/esco/skill/S4.3,allocating and controlling resources,http://data.europa.eu/esco/skill/S4.3.0,allocating and controlling resources,"Determining the distribution and availability of people, assets, materials or capital to accomplish organizational goals and putting in place financial and administrative controls.","Excludes:
- Delegate activities"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S4,management skills,http://data.europa.eu/esco/skill/S4.3,allocating and controlling resources,http://data.europa.eu/esco/skill/S4.3.1,managing budgets or finances,Determining the distribution and availability financial assets and putting in place financial and administrative controls.,"Examples:
- Control financial resources
- Manage revenue
- Handle external financing"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S4,management skills,http://data.europa.eu/esco/skill/S4.3,allocating and controlling resources,http://data.europa.eu/esco/skill/S4.3.2,managing human resources,Determining the distribution and availability of people to accomplish organizational goals.,"Excludes:
- Delegate activities

Examples:
- Manage personnel
- Plan shifts of employees"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S4,management skills,http://data.europa.eu/esco/skill/S4.3,allocating and controlling resources,http://data.europa.eu/esco/skill/S4.3.3,allocating and controlling physical resources,Determining and controlling the distribution and availability of physical assets such as tools and equipment.,"Examples:
- Manage rail yard resources
- Ensure equipment availability
- Manage space utilisation"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S4,management skills,http://data.europa.eu/esco/skill/S4.4,performing administrative activities,,,"Performing administrative tasks such as typing up reports, ordering supplies, maintaining mail correspondence,  and ensuring administrative systems, processes and databases are efficient.","Excludes:
- Record and process information"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S4,management skills,http://data.europa.eu/esco/skill/S4.4,performing administrative activities,http://data.europa.eu/esco/skill/S4.4.0,performing administrative activities,"Performing administrative tasks such as typing up reports, ordering supplies, maintaining mail correspondence,  and ensuring administrative systems, processes and databases are efficient.","Excludes:
- Record and process information"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S4,management skills,http://data.europa.eu/esco/skill/S4.4,performing administrative activities,http://data.europa.eu/esco/skill/S4.4.1,administering human resources,Performing administrative and clerical tasks concerned with human resource administration.,"Examples:
- Manage payroll"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S4,management skills,http://data.europa.eu/esco/skill/S4.4,performing administrative activities,http://data.europa.eu/esco/skill/S4.4.2,executing financial transactions,Executing financial or commercial transactions such as issuing invoices for sales or issuing purchase orders.,"Examples:
- Issue sales invoices
- Operate cash register
- Issue purchase order"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S4,management skills,http://data.europa.eu/esco/skill/S4.4,performing administrative activities,http://data.europa.eu/esco/skill/S4.4.3,performing general clerical and administrative tasks,"Performing general clerical and administrative tasks not involving administration of human resources, execution of financial transactions, or processing and transforming information or data.","Examples:
- Perform clerical duties"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S4,management skills,http://data.europa.eu/esco/skill/S4.5,leading and motivating,,,"Reinforcing an organization's vision, inspiring and enthusing others to achieve positive outcomes. The focus of this group is on skills in motivating and inspiring others, rather than on managing and supervising a team.","Excludes:
- Managing, leading or supervising a team or its members.

Examples:
- Motivate employees
- Provide leadership
- Lead board meetings"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S4,management skills,http://data.europa.eu/esco/skill/S4.5,leading and motivating,http://data.europa.eu/esco/skill/S4.5.0,leading and motivating,"Reinforcing an organization's vision, inspiring and enthusing others to achieve positive outcomes. The focus of this group is on skills in motivating and inspiring others, rather than on managing and supervising a team.","Excludes:
- Managing, leading or supervising a team or its members.

Examples:
- Motivate employees
- Provide leadership
- Lead board meetings"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S4,management skills,http://data.europa.eu/esco/skill/S4.6,building and developing teams,,,"Encouraging team members and building a relationship of mutual trust, respect and cooperation. Stimulating teambuilding activities.","Excludes:
- Training
- Recruiting and hiring

Examples:
- Facilitate teamwork between students
- Encourage teambuilding"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S4,management skills,http://data.europa.eu/esco/skill/S4.6,building and developing teams,http://data.europa.eu/esco/skill/S4.6.0,building and developing teams,"Encouraging team members and building a relationship of mutual trust, respect and cooperation. Stimulating teambuilding activities.","Excludes:
- Training
- Recruiting and hiring

Examples:
- Facilitate teamwork between students
- Encourage teambuilding"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S4,management skills,http://data.europa.eu/esco/skill/S4.7,recruiting and hiring,,,Acquiring the right talent to achieve the organization's mission.,"Excludes:
- Interviewing candidates

Examples:
- Recruit employees
- Carry out auditions"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S4,management skills,http://data.europa.eu/esco/skill/S4.7,recruiting and hiring,http://data.europa.eu/esco/skill/S4.7.0,recruiting and hiring,Acquiring the right talent to achieve the organization's mission.,"Excludes:
- Interviewing candidates

Examples:
- Recruit employees
- Carry out auditions"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S4,management skills,http://data.europa.eu/esco/skill/S4.8,supervising people,,,Assigning responsibilities to others and directing and monitoring their performance.,"Excludes:
- Define roles of team members
- Supervise children"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S4,management skills,http://data.europa.eu/esco/skill/S4.8,supervising people,http://data.europa.eu/esco/skill/S4.8.0,supervising people,Assigning responsibilities to others and directing and monitoring their performance.,"Excludes:
- Define roles of team members
- Supervise children"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S4,management skills,http://data.europa.eu/esco/skill/S4.8,supervising people,http://data.europa.eu/esco/skill/S4.8.1,supervising a team or group,"Managing, leading or supervising the activities a team or group of workers or students.","Excludes:
- Supervise children

Examples:
- Lead a team
- Manage sales teams
- Supervise crew"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S4,management skills,http://data.europa.eu/esco/skill/S4.8,supervising people,http://data.europa.eu/esco/skill/S4.8.2,assigning work to others,Assigning specific tasks to workers or students.,"Examples:
- Assign duties to employees
- Assign class work to students
- Delegate tasks"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S4,management skills,http://data.europa.eu/esco/skill/S4.8,supervising people,http://data.europa.eu/esco/skill/S4.8.3,monitoring and evaluating the performance of individuals,"Monitoring the behaviour or performance of workers, students or oneself to ensure that work is completed satisfactorily and to evaluate performance, capabilities and training needs.","Excludes:
- Supervise children

Examples:
- Monitor the quality of work 
- Perform classroom management
- Evaluate employees work
- Perform self-assessment"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S4,management skills,http://data.europa.eu/esco/skill/S4.9,making decisions,,,Making a choice from several alternative possibilities.,"Examples:
- Decide on loan applications
- Make legal decisions
- Decide on products to be stocked"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S4,management skills,http://data.europa.eu/esco/skill/S4.9,making decisions,http://data.europa.eu/esco/skill/S4.9.0,making decisions,Making a choice from several alternative possibilities.,"Examples:
- Decide on loan applications
- Make legal decisions
- Decide on products to be stocked"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S5,working with computers,,,,,"Using computers and other digital tools to develop, install and maintain ICT software and infrastructure and to browse, search, filter, organise, store, retrieve, and analyse data, to collaborate and communicate with others, to create and edit new content.","Excludes:
- Systems analysis
- Installing, maintaining and repairing computer hardware"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S5,working with computers,http://data.europa.eu/esco/skill/S5.0,working with computers,,,"Using computers and other digital tools to develop, install and maintain ICT software and infrastructure and to browse, search, filter, organise, store, retrieve, and analyse data, to collaborate and communicate with others, to create and edit new content.","Excludes:
- Systems analysis
- Installing, maintaining and repairing computer hardware"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S5,working with computers,http://data.europa.eu/esco/skill/S5.0,working with computers,http://data.europa.eu/esco/skill/S5.0.0,working with computers,"Using computers and other digital tools to develop, install and maintain ICT software and infrastructure and to browse, search, filter, organise, store, retrieve, and analyse data, to collaborate and communicate with others, to create and edit new content.","Excludes:
- Systems analysis
- Installing, maintaining and repairing computer hardware"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S5,working with computers,http://data.europa.eu/esco/skill/S5.1,programming computer systems,,,"Writing and submitting  instructions, specifications and programmes for computers.","Excludes:
- Systems analysis
- Issuing commands to computer controlled machines and equipment

Examples:
- Write computer programming code
- Use query languages
- Debug software"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S5,working with computers,http://data.europa.eu/esco/skill/S5.1,programming computer systems,http://data.europa.eu/esco/skill/S5.1.0,programming computer systems,"Writing and submitting  instructions, specifications and programmes for computers.","Excludes:
- Systems analysis
- Issuing commands to computer controlled machines and equipment

Examples:
- Write computer programming code
- Use query languages
- Debug software"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S5,working with computers,http://data.europa.eu/esco/skill/S5.2,setting up and protecting computer systems,,,"Setting up, protecting and resolving problems with computer systems, networks, or similar information systems.",
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S5,working with computers,http://data.europa.eu/esco/skill/S5.2,setting up and protecting computer systems,http://data.europa.eu/esco/skill/S5.2.0,setting up and protecting computer systems,"Setting up, protecting and resolving problems with computer systems, networks, or similar information systems.",
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S5,working with computers,http://data.europa.eu/esco/skill/S5.2,setting up and protecting computer systems,http://data.europa.eu/esco/skill/S5.2.1,setting up computer systems,"Setting up computers, networks, or similar information systems. Installing computer software, and configuring computer networks.","Excludes:
- Installing, maintaining and repairing computer hardware

Examples:
- Align software with system architectures
- Install software
- Install operating system"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S5,working with computers,http://data.europa.eu/esco/skill/S5.2,setting up and protecting computer systems,http://data.europa.eu/esco/skill/S5.2.2,protecting ict devices,"Making use of tools and methods to protect and maximize security of ICT devices and information by controlling access, such as by requiring passwords, digital signatures, and biometric identification, and by protecting systems through the use of software.","Examples:
- Remove computer virus or malware form a computer 
- Implement a firewall 
- Use back-up and recovery tools"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S5,working with computers,http://data.europa.eu/esco/skill/S5.2,setting up and protecting computer systems,http://data.europa.eu/esco/skill/S5.2.3,resolving computer problems,Identifying technical problems with ICT systems and devices and performing actions to solve the problems.,"Excludes:
- Installing, maintaining and repairing computer hardware

Examples:
- Troubleshoot website
- Implement ICT recovery system"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S5,working with computers,http://data.europa.eu/esco/skill/S5.5,accessing and analysing digital data,,,"Using digital tools to browse, search, filter, organise, store, retrieve, and analyse data, information and digital content, to collaborate and communicate with others, and create and edit new content.",
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S5,working with computers,http://data.europa.eu/esco/skill/S5.5,accessing and analysing digital data,http://data.europa.eu/esco/skill/S5.5.0,accessing and analysing digital data,"Using digital tools to browse, search, filter, organise, store, retrieve, and analyse data, information and digital content, to collaborate and communicate with others, and create and edit new content.",
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S5,working with computers,http://data.europa.eu/esco/skill/S5.5,accessing and analysing digital data,http://data.europa.eu/esco/skill/S5.5.1,"browsing, searching and filtering digital data","Articulating information needs, searching for data, information and content in digital environments, accessing and navigating them. Creating and updating personal search strategies.","Examples:
- Use search engines 
- Carry out internet research
- Conduct search engine optimisation"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S5,working with computers,http://data.europa.eu/esco/skill/S5.5,accessing and analysing digital data,http://data.europa.eu/esco/skill/S5.5.2,managing and analysing digital data,"Using digital tools to organise, store, retrieve, and analyse data, information and digital content.","Examples:
- Create digital files 
- Digitise documents
- Use spreadsheet software
- Perform data cleansing"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S5,working with computers,http://data.europa.eu/esco/skill/S5.6,"using digital tools for collaboration, content creation and problem solving",,,"Using ICT software and hardware to collaborate and communicate with others, creating and editing new content (from word processing to images and video) and solving conceptual, technical and practical problems.","Excludes:
- Computer programming
- Resolving computer problems"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S5,working with computers,http://data.europa.eu/esco/skill/S5.6,"using digital tools for collaboration, content creation and problem solving",http://data.europa.eu/esco/skill/S5.6.0,"using digital tools for collaboration, content creation and problem solving","Using ICT software and hardware to collaborate and communicate with others, creating and editing new content (from word processing to images and video) and solving conceptual, technical and practical problems.","Excludes:
- Computer programming
- Resolving computer problems"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S5,working with computers,http://data.europa.eu/esco/skill/S5.6,"using digital tools for collaboration, content creation and problem solving",http://data.europa.eu/esco/skill/S5.6.1,using digital tools for collaboration and productivity,Using ICT software and hardware to collaborate and communicate with others and to improve productivity.,"Excludes:
- Computer programming
- Resolving computer problems

Examples:
- Use email software and services
- Operate GPS systems
- Use personal organisation software"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S5,working with computers,http://data.europa.eu/esco/skill/S5.6,"using digital tools for collaboration, content creation and problem solving",http://data.europa.eu/esco/skill/S5.6.2,"using word processing, publishing and presentation software",Using ICT software and hardware to develop and edit the content of documents and audio-visual and prepare them for publication.,"Excludes:
- Computer programming
- Resolving computer problems

Examples:
- Use word processing software
- Use typesetting software"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S5,working with computers,http://data.europa.eu/esco/skill/S5.6,"using digital tools for collaboration, content creation and problem solving",http://data.europa.eu/esco/skill/S5.6.3,using computer aided design and drawing tools,"Using ICT software and hardware to collaborate and communicate with others, creating and editing new content (from word processing to images and video) and solving conceptual, technical and practical problems.","Excludes:
- Computer programming
- Resolving computer problems

Examples:
- Use CAD software"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S5,working with computers,http://data.europa.eu/esco/skill/S5.6,"using digital tools for collaboration, content creation and problem solving",http://data.europa.eu/esco/skill/S5.6.4,using digital tools for processing sound and images,Using ICT software and hardware to for processing sound and images.,"Excludes:
- Computer programming
- Resolving computer problems

Examples:
- Edit photographs
- Use audio reproduction software
- Synchronise sound with images"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S5,working with computers,http://data.europa.eu/esco/skill/S5.7,using digital tools to control machinery,,,Issuing commands to computer controlled machines and equipment by despatching the appropriate data and input.,"Excludes:
- Writing computer code and programmes
- Resolving computer problems.

Examples:
- Enter commands, instructions, or specifications into CNC equipment
- Set up the controls of a machine"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S5,working with computers,http://data.europa.eu/esco/skill/S5.7,using digital tools to control machinery,http://data.europa.eu/esco/skill/S5.7.0,using digital tools to control machinery,Issuing commands to computer controlled machines and equipment by despatching the appropriate data and input.,"Excludes:
- Writing computer code and programmes
- Resolving computer problems.

Examples:
- Enter commands, instructions, or specifications into CNC equipment
- Set up the controls of a machine"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S6,handling and moving,,,,,"Sorting, arranging, moving, transforming, fabricating and cleaning goods and materials by hand or using handheld tools and equipment. Tending plants, crops and animals.","Excludes:
- Specific skills involving interaction with people"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S6,handling and moving,http://data.europa.eu/esco/skill/S6.0,handling and moving,,,"Sorting, arranging, moving, transforming, fabricating and cleaning goods and materials by hand or using handheld tools and equipment. Tending plants, crops and animals.","Excludes:
- Specific skills involving interaction with people"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S6,handling and moving,http://data.europa.eu/esco/skill/S6.0,handling and moving,http://data.europa.eu/esco/skill/S6.0.0,handling and moving,"Sorting, arranging, moving, transforming, fabricating and cleaning goods and materials by hand or using handheld tools and equipment. Tending plants, crops and animals.","Excludes:
- Specific skills involving interaction with people"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S6,handling and moving,http://data.europa.eu/esco/skill/S6.1,sorting and packaging goods and materials,,,"Sorting, packaging, separating or arranging materials, according to established patterns or procedures.",
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S6,handling and moving,http://data.europa.eu/esco/skill/S6.1,sorting and packaging goods and materials,http://data.europa.eu/esco/skill/S6.1.0,sorting and packaging goods and materials,"Sorting, packaging, separating or arranging materials, according to established patterns or procedures.",
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S6,handling and moving,http://data.europa.eu/esco/skill/S6.1,sorting and packaging goods and materials,http://data.europa.eu/esco/skill/S6.1.1,sorting materials or products,"Arranging materials into predetermined categories or groups, according to established patterns of procedures.","Examples:
- Differentiate types of packages
- Sort waste"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S6,handling and moving,http://data.europa.eu/esco/skill/S6.1,sorting and packaging goods and materials,http://data.europa.eu/esco/skill/S6.1.2,marking materials or objects for identification,Marking or labelling objects or materials for identification by type or individually.,"Examples:
- Assign codes to product items
- Change shelf labels 
- Label samples"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S6,handling and moving,http://data.europa.eu/esco/skill/S6.1,sorting and packaging goods and materials,http://data.europa.eu/esco/skill/S6.1.3,packaging objects,"Enclosing or protecting products for distribution or storage according to a coordinated system of preparing goods for transport, warehousing, logistics, sale, and use.","Examples:
- Pack merchandise for gifts
- Fill sacks
- Package fish"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S6,handling and moving,http://data.europa.eu/esco/skill/S6.2,moving and lifting,,,"Performing physical activities to move, load, unload or store objects or to climb structures, by hand or with the aid of equipment.","Excludes:
- Specific skills involving lifting and moving people and animals
- Operation of machinery other than hand-held equipment"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S6,handling and moving,http://data.europa.eu/esco/skill/S6.2,moving and lifting,http://data.europa.eu/esco/skill/S6.2.0,moving and lifting,"Performing physical activities to move, load, unload or store objects or to climb structures, by hand or with the aid of equipment.","Excludes:
- Specific skills involving lifting and moving people and animals
- Operation of machinery other than hand-held equipment"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S6,handling and moving,http://data.europa.eu/esco/skill/S6.2,moving and lifting,http://data.europa.eu/esco/skill/S6.2.1,"loading and unloading goods and, materials","Loading, securing or unloading products, materials, or equipment for transportation, storage or further processing by hand or using hand-held or manually operated equipment.","Excludes:
- Operation of machinery other than hand-held equipment

Examples:
- Stow cargo
- Secure cargo on ships
- Unload supplies"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S6,handling and moving,http://data.europa.eu/esco/skill/S6.2,moving and lifting,http://data.europa.eu/esco/skill/S6.2.2,"moving or lifting materials, equipment, or supplies","Moving or lifting goods, materials supplies or resources, by hand or with the aid of equipment, using actions such as lifting, pushing, carrying or shovelling.","Excludes:
- Operation of machinery other than hand-held equipment

Examples:
- Feed concrete mixer
- Transfer luggage
- Lift heavy weights"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S6,handling and moving,http://data.europa.eu/esco/skill/S6.2,moving and lifting,http://data.europa.eu/esco/skill/S6.2.3,storing goods and materials,"Placing goods and materials in storage by hand, or with the aid of hand-held or manually operated equipment.","Excludes:
- Operation of machinery other than hand-held equipment 
- Storing hazardous material

Examples:
- Stock shelves
- Store film reels"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S6,handling and moving,http://data.europa.eu/esco/skill/S6.2,moving and lifting,http://data.europa.eu/esco/skill/S6.2.4,climbing,Climbing equipment and structures.,"Excludes:
- Operation of machinery other than hand-held equipment

Examples:
- Climb trees
- Use rope access techniques"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S6,handling and moving,http://data.europa.eu/esco/skill/S6.3,transforming and blending materials,,,"Transforming materials from one form to another by mixing, blending, heating or chemical reaction, by hand or using handheld tools and equipment.",
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S6,handling and moving,http://data.europa.eu/esco/skill/S6.3,transforming and blending materials,http://data.europa.eu/esco/skill/S6.3.0,transforming and blending materials,"Transforming materials from one form to another by mixing, blending, heating or chemical reaction, by hand or using handheld tools and equipment.",
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S6,handling and moving,http://data.europa.eu/esco/skill/S6.3,transforming and blending materials,http://data.europa.eu/esco/skill/S6.3.1,preparing mixtures or solutions,"Mixing and blending various types of solid or liquid materials, by hand or using handheld tools and equipment.","Examples:
- Mix paint
- Mix construction grouts
- Blend food ingredients"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S6,handling and moving,http://data.europa.eu/esco/skill/S6.3,transforming and blending materials,http://data.europa.eu/esco/skill/S6.3.3,preparing industrial materials for processing or use,"Preparing various types of materials for further processing or for use, by employing techniques such as heating, skimming to remove impurities or immersing objects in cleaning or coating solutions.","Examples:
- Heat jewellery metals
- Heat lacquer mixture
- Prepare surface for coating"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S6,handling and moving,http://data.europa.eu/esco/skill/S6.3,transforming and blending materials,http://data.europa.eu/esco/skill/S6.3.6,collecting and preparing specimens or materials for testing,"Taking, preparing or preserving as required samples or specimens of products, liquids chemicals or organic materials in order for them to be ready for testing and analysis.","Examples:
- Prepare chemical samples
- Collect samples for analysis"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S6,handling and moving,http://data.europa.eu/esco/skill/S6.4,tending plants and crops,,,"Propagating, cultivating, pruning, caring for and harvesting plants and crops.",
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S6,handling and moving,http://data.europa.eu/esco/skill/S6.4,tending plants and crops,http://data.europa.eu/esco/skill/S6.4.0,tending plants and crops,"Propagating, cultivating, pruning, caring for and harvesting plants and crops.",
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S6,handling and moving,http://data.europa.eu/esco/skill/S6.4,tending plants and crops,http://data.europa.eu/esco/skill/S6.4.1,cultivating land and crops,Preparing and maintaining land for agricultural or horticultural use and promoting the growth of plants.,"Examples:
- Prepare planting area
- Irrigate soil
- Spread fertiliser
- Maintain plants' growth"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S6,handling and moving,http://data.europa.eu/esco/skill/S6.4,tending plants and crops,http://data.europa.eu/esco/skill/S6.4.2,"planting crops, trees, or other plants","Propagating and planting trees, flowers and other plants for production of food crops and other products, enhancing the environment or for scientific research.","Examples:
- Seed the ground
- Propagate plants 
- Plant trees"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S6,handling and moving,http://data.europa.eu/esco/skill/S6.4,tending plants and crops,http://data.europa.eu/esco/skill/S6.4.3,"pruning, cutting and harvesting, trees crops and other plants","Reducing the size, removing limbs, or cutting down trees, shrubs and other crops, by hand or with hand-held tools for purposes such as improving appearance, promoting the growth of fruits, and harvesting.","Excludes:
- Operating harvesting machinery

Examples:
- Prune vines
- De-limb trees
- Harvest grapes"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S6,handling and moving,http://data.europa.eu/esco/skill/S6.5,assembling and fabricating products,,,"Fabricating, assembling or repairing products or work aids by hand, or using hand-held tools and equipment.","Excludes:
- Operation of automated assembly equipment or machines
 -repair of building structures and mechanical, electrical, electronic products and components.

Examples:
- Assemble metal parts 
- Apply assembly techniques"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S6,handling and moving,http://data.europa.eu/esco/skill/S6.5,assembling and fabricating products,http://data.europa.eu/esco/skill/S6.5.0,assembling and fabricating products,"Fabricating, assembling or repairing products or work aids by hand, or using hand-held tools and equipment.","Excludes:
- Operation of automated assembly equipment or machines
 -repair of building structures and mechanical, electrical, electronic products and components.

Examples:
- Assemble metal parts 
- Apply assembly techniques"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S6,handling and moving,http://data.europa.eu/esco/skill/S6.5,assembling and fabricating products,http://data.europa.eu/esco/skill/S6.5.1,fabricating precision instruments or jewellery,"Assembling, fabricating or repairing precision instruments, such as optical devices, clocks and musical instruments, by hand or using hand-held tools and equipment.","Excludes:
- Operation of automated assembly equipment
- Assembly of electrical and electronic products and components
- Fabrication of decorative objects 
- Fabrication of medical, orthotic and prosthetic devices

Examples:
- Assemble jewellery parts
- Attach pendulums
- Customise guns
- Repair musical instruments
- Centre lenses"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S6,handling and moving,http://data.europa.eu/esco/skill/S6.5,assembling and fabricating products,http://data.europa.eu/esco/skill/S6.5.2,fabricating medical and prosthetic devices,"Fabricating, maintaining or repairing medical, dental, orthotic or prosthetic devices.","Excludes:
- Operation of automated assembly equipment or machines
- Fabricating or repairing optical devices

Examples:
- Manufacture dental prostheses
- Create lifecasts
- Repair orthopaedic goods"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S6,handling and moving,http://data.europa.eu/esco/skill/S6.5,assembling and fabricating products,http://data.europa.eu/esco/skill/S6.5.3,assembling electrical and electronic products,"Assembling electrical and electronic products, excluding medical or prosthetic devices, by hand or using hand-held tools and equipment.","Excludes:
- Operation of automated assembly equipment
- Installation, repair and maintenance of devices
- Fabrication of decorative objects 
- Fabrication of medical, orthotic and prosthetic devices

Examples:
- Assemble mechatronic devices
- Assemble electrical components"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S6,handling and moving,http://data.europa.eu/esco/skill/S6.5,assembling and fabricating products,http://data.europa.eu/esco/skill/S6.5.4,assembling mechanical products,Assembling mechanical products by hand or using hand-held tools and equipment.,"Excludes:
- Operation of automated assembly equipment
- Installation, repair and maintenance of machinery
- Fabrication of decorative objects 
- Fabrication of medical, orthotic and prosthetic devices

Examples:
- Assemble bicycles
- Assemble machines"
